# This is CartPole simulation from 09.01.2023 at time 04:00:24
# Done with git-revision: 6630f7e6904fd8d7b8f88cd528a2dcd0b7eeaff7
#
# Length of experiment: 27 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: mppi
#
# Parameters:
# m: 0.087
# M: 0.23
# L: 0.45
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.3
# controlBias: 0.0
# g: 9.81
# k: 0.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,u,target_position,target_equilibrium,L,u_-1
0.02,-1.623325,-0.5622527,-27.345636,-0.05250451,-0.9986207,-0.14789268,0.021760609,-8.922026,-0.3111242,-2.7634413,-0.14858036,1.0,0.25566337,1.01872
0.04,-1.6396347,-1.1271163,-27.910772,-0.06878405,-0.99763155,-0.14808933,-0.033141028,-3.7762759,-0.5468807,-1.4260541,-0.14794022,1.0,0.25566337,-2.7634413
0.06,-1.6671957,-1.6840712,-27.483978,-0.09625012,-0.99535716,-0.1493827,-0.100755915,-3.9133768,-0.7251017,-1.8427752,-0.14689401,1.0,0.25566337,-1.4260541
0.08,-1.7058413,-2.23017,-26.744236,-0.13463488,-0.9908953,-0.15195541,-0.17327236,-4.299935,-0.85025114,-2.3792982,-0.1454587,1.0,0.25566337,-1.8427752
0.1,-1.7552533,-2.7623765,-27.39731,-0.18341276,-0.983036,-0.15611762,-0.24930234,-1.4896317,-0.9978171,-1.9400041,-0.14365123,1.0,0.25566337,-2.3792982
0.12,-1.8152738,-3.2867756,-24.536442,-0.24204934,-0.97026396,-0.16159332,-0.3080928,-4.615812,-0.95396173,-3.2980556,-0.14148854,1.0,0.25566337,-1.9400041
0.14,-1.8857108,-3.8126948,-24.504314,-0.30973518,-0.9508229,-0.16813265,-0.34110165,-3.0076604,-0.5621731,-3.0567355,-0.13898759,1.0,0.25566337,-3.2980556
0.16,-1.9670612,-4.3877473,-34.126446,-0.3859753,-0.92250913,-0.1747293,-0.30511245,6.820846,0.10178164,0.018800955,-0.1361653,1.0,0.25566337,-3.0567355
0.18,-2.0610607,-5.0673604,-30.660118,-0.47085908,-0.8822084,-0.17953654,-0.17393598,3.9375885,0.116835356,-0.40644276,-0.13303865,1.0,0.25566337,0.018800955
0.2,-2.1682992,-5.721432,-39.893593,-0.56257975,-0.826743,-0.18203364,-0.06505648,9.870716,0.14388007,1.717537,-0.12962456,1.0,0.25566337,-0.40644276
0.22,-2.2889977,-6.391629,-38.132767,-0.65803134,-0.75299054,-0.18209676,0.05788729,8.637692,0.85654163,1.7719171,-0.12593998,1.0,0.25566337,1.717537
0.24,-2.4241562,-7.202945,-31.723925,-0.7534936,-0.65745527,-0.17914961,0.2553552,5.8998733,0.99174404,1.7979124,-0.12200187,1.0,0.25566337,1.7719171
0.26,-2.5746386,-7.8768797,-28.275991,-0.8435407,-0.5370652,-0.17263316,0.39781347,5.2857804,1.0,2.3014512,-0.11782717,1.0,0.25566337,1.7979124
0.28,-2.73804,-8.473645,-17.655594,-0.9196717,-0.39268813,-0.16336744,0.52615124,2.459017,1.0,2.3009303,-0.11343281,1.0,0.25566337,2.3014512
0.3,-2.9105814,-8.786575,-2.4790308,-0.97343534,-0.22896208,-0.1523702,0.5746195,-1.337836,1.0,1.8699859,-0.10883576,1.0,0.25566337,2.3009303
0.32,-3.0871086,-8.89903,-7.6499405,-0.9985161,-0.05445709,-0.14091367,0.58526695,2.176774,1.0,3.2159336,-0.104052946,1.0,0.25566337,1.8699859
0.34,3.0180743,-8.799681,18.898155,-0.9923813,0.12320454,-0.12919533,0.55834085,-5.173966,1.0,1.6524838,-0.09910133,1.0,0.25566337,3.2159336
0.36,2.8446233,-8.564905,11.865152,-0.9562277,0.29262355,-0.11858498,0.51904935,-1.1270778,1.0,2.8484085,-0.09399785,1.0,0.25566337,1.6524838
0.38,2.6759784,-8.239879,14.366243,-0.893546,0.44897172,-0.108518,0.47864875,-0.44788244,1.0,3.1047323,-0.08875945,1.0,0.25566337,2.8484085
0.4,2.514798,-7.821549,15.7939005,-0.80991167,0.5865518,-0.099352986,0.43165764,0.56560344,1.0,3.3209655,-0.08340308,1.0,0.25566337,3.1047323
0.42,2.361924,-7.4066033,28.466127,-0.7111465,0.7030439,-0.09085526,0.41318288,-3.8298066,0.95285666,2.06495,-0.07794569,1.0,0.25566337,3.3209655
0.44,2.2183206,-6.9241114,24.290646,-0.60321367,0.79757965,-0.08293514,0.3897923,-0.62701464,1.0,2.8369863,-0.07240422,1.0,0.25566337,2.06495
0.46,2.0847325,-6.3723836,25.962383,-0.49160877,0.8708162,-0.07551183,0.34762424,-0.47973877,1.0,2.5765166,-0.06679561,1.0,0.25566337,2.8369863
0.48,1.962322,-5.8217835,26.5039,-0.38159907,0.92432797,-0.06886108,0.32524285,0.25765932,1.0,2.5548747,-0.061136823,1.0,0.25566337,2.5765166
0.5,1.8507993,-5.283479,28.066696,-0.27635852,0.9610546,-0.06237759,0.3347148,-0.29010132,1.0,2.2738795,-0.055444792,1.0,0.25566337,2.5548747
0.52,1.7501012,-4.7309823,26.57585,-0.17834565,0.9839679,-0.055582643,0.3511555,3.625572,1.0,3.4196007,-0.049736466,1.0,0.25566337,2.2738795
0.54,1.6605777,-4.168257,29.317518,-0.089660764,0.99597234,-0.048451524,0.38150054,-1.9690899,0.77754307,1.6389207,-0.044028793,1.0,0.25566337,3.4196007
0.56,1.5824277,-3.588734,29.19215,-0.011631151,0.99993235,-0.040927853,0.3608336,-8.724791,0.3605441,-0.75058556,-0.038338717,1.0,0.25566337,1.6389207
0.58,1.5158571,-3.0122232,27.875366,0.05491159,0.9984912,-0.034458056,0.30285108,-5.9509387,-0.0026666364,-0.2743801,-0.032683186,1.0,0.25566337,-0.75058556
0.6,1.4606054,-2.4575384,28.638641,0.10996809,0.9939351,-0.029367318,0.21041983,-0.14237681,-0.2894487,1.0220394,-0.027079143,1.0,0.25566337,-0.2743801
0.62,1.4163427,-1.9230223,24.29785,0.15384021,0.98809576,-0.025869504,0.11506587,-9.308839,-0.4683348,-2.4039059,-0.021543536,1.0,0.25566337,1.0220394
0.64,1.3826318,-1.3959403,24.943329,0.18705615,0.9823492,-0.024350591,0.031875946,-6.1465073,-0.3633006,-1.8575962,-0.016093314,1.0,0.25566337,-2.4039059
0.66,1.3595353,-0.85189193,28.565256,0.20969301,0.9777673,-0.024189329,-0.0048733978,0.6484759,-0.28390726,0.06487145,-0.010745418,1.0,0.25566337,-1.8575962
0.68,1.3474121,-0.313677,29.467644,0.22153102,0.9751533,-0.024524163,-0.04273433,2.1454456,-0.12204538,0.33319724,-0.0055167964,1.0,0.25566337,0.06487145
0.7,1.3462248,0.2608759,28.686798,0.22268867,0.97488964,-0.025325146,-0.022237148,0.97961956,0.10657415,0.06385246,-0.00042439534,1.0,0.25566337,0.33319724
0.72,1.3566539,0.83865607,31.79436,0.2125095,0.977159,-0.02552014,0.0034590971,5.9371457,0.36368194,1.7635769,0.0045148395,1.0,0.25566337,0.06385246
0.74,1.3790537,1.4529793,30.291807,0.19056986,0.98167366,-0.02452637,0.088973746,3.7367885,0.64739704,1.5266632,0.009283962,1.0,0.25566337,1.7635769
0.76,1.4135292,2.051371,28.26783,0.15661968,0.987659,-0.022125408,0.15228806,-0.1903538,0.89750075,0.66004175,0.013866026,1.0,0.25566337,1.5266632
0.78,1.4598761,2.6480472,28.970228,0.110692956,0.99385464,-0.018573215,0.22460328,1.4052358,1.0,1.6005002,0.018244084,1.0,0.25566337,0.66004175
0.8,1.5181189,3.2365608,28.815355,0.052653108,0.9986129,-0.013541334,0.29588702,1.190696,1.0,1.9877613,0.022401193,1.0,0.25566337,1.6005002
0.82,1.5880675,3.814588,28.675913,-0.017270345,0.99985087,-0.006970477,0.35838267,-0.5507379,1.0,1.8695242,0.026320405,1.0,0.25566337,1.9877613
0.84,1.6694902,4.3857503,27.897753,-0.09853375,0.9951337,0.0005629464,0.37769082,2.0607762,1.0,2.9417458,0.029984774,1.0,0.25566337,1.8695242
0.86,1.7622172,4.9423585,28.831388,-0.19025397,0.98173493,0.0083943885,0.40387636,-1.3292954,1.0,2.1605082,0.033377357,1.0,0.25566337,2.9417458
0.88,1.8662379,5.50606,27.28422,-0.29116228,0.9566737,0.016233562,0.3899212,0.07664232,1.0,2.7060285,0.0364812,1.0,0.25566337,2.1605082
0.9,1.9812146,6.0525103,27.608444,-0.39899293,0.916954,0.024059229,0.38226503,-1.2130536,0.96376264,2.43103,0.039279364,1.0,0.25566337,2.7060285
0.92,2.107143,6.5782843,34.421898,-0.510999,0.8595813,0.031512793,0.36911532,-6.605366,0.7275508,0.8853889,0.0417549,1.0,0.25566337,2.43103
0.94,2.2438548,7.1445656,27.959314,-0.62338036,0.78191876,0.03836871,0.31132022,-3.1129894,0.35942218,1.7736256,0.043890867,1.0,0.25566337,0.8853889
0.96,2.3927815,7.793945,33.940742,-0.7324987,0.68076843,0.04346863,0.19457795,-6.797467,-0.066957,0.24614595,0.045670312,1.0,0.25566337,1.7736256
