epoch;loss;lr;val_loss
0;0.04271943122148514;0.001;0.023517360910773277
1;0.018600869923830032;0.001;0.01700291968882084
2;0.015022157691419125;0.001;0.015610350295901299
3;0.013317001983523369;0.001;0.014813214540481567
4;0.012213445268571377;0.001;0.014346729032695293
5;0.011375240981578827;0.001;0.013395424000918865
6;0.010802912525832653;0.001;0.011981324292719364
7;0.010311738587915897;0.001;0.01199259515851736
8;0.007747594732791185;0.00031600002;0.009603598155081272
9;0.007408494595438242;0.00031600002;0.009620190598070621
10;0.006607975345104933;9.9856006e-05;0.00896382424980402
11;0.006490805651992559;9.9856006e-05;0.008835800923407078
12;0.006398054771125317;9.9856006e-05;0.008943704888224602
13;0.006142145954072475;3.1554497e-05;0.008704456500709057
14;0.006102270446717739;3.1554497e-05;0.008717498742043972
15;0.006017000880092382;1e-05;0.008638058789074421
16;0.006002514623105526;1e-05;0.008629729971289635
17;0.005992505699396133;1e-05;0.008601992391049862
18;0.005984385497868061;1e-05;0.008623825386166573
19;0.005974791944026947;1e-05;0.008597077801823616
20;0.005965502001345158;1e-05;0.008631151169538498
21;0.005956689827144146;1e-05;0.008581619709730148
22;0.005948120262473822;1e-05;0.008596694096922874
23;0.005937654059380293;1e-05;0.00859803520143032
24;0.0059308744966983795;1e-05;0.008595719002187252
25;0.005921604577451944;1e-05;0.008594212122261524
26;0.005912793334573507;1e-05;0.008595154620707035
27;0.005904756020754576;1e-05;0.008584968745708466
28;0.005896635819226503;1e-05;0.008575157262384892
29;0.005888611543923616;1e-05;0.008579201065003872
