# This is CartPole simulation from 17.02.2023 at time 15:25:59
# Done with git-revision: 5038d32efe89cd5b2f9f71b4db320f72139eed6e
#
# Length of experiment: 360 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: mppi
#
# Parameters:
# m_pole: 0.087
# m_cart: 0.23
# L: 0.1975
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.5
# controlBias: 0.0
# g: 9.81
# k: 0.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,Q_applied,u,target_position,target_equilibrium,L,Q_update_time,D_angle_sin,D_angle_cos,D_angleD,D_position,D_positionD
0.02,1.0149448,1.1807653,38.328815,0.5276668,0.8494514,-0.11564825,0.071063325,3.3682551,-0.00030195713,0.41204008,1.079545,-0.116080925,-1.0,0.1975,0.016325915,0.7826686,-1.303783,37.42824,0.09860918,2.8612273
0.04,1.0453593,1.9293301,19.545326,0.50159115,0.8651048,-0.11367606,0.12828787,-6.60233,-0.058559716,-0.60844576,-1.5941278,-0.11550799,-1.0,0.1975,0.0147055,1.0230005,-1.8537626,21.777214,0.073425844,-5.7745647
0.06,1.0877085,2.3648744,38.092636,0.4645159,0.8855648,-0.11220755,0.012796573,2.9666972,-0.096998654,0.29868066,0.7825433,-0.11457232,-1.0,0.1975,0.01695575,1.1906028,-2.427134,37.387623,0.03672354,2.4581776
0.08,1.1417836,3.1126268,45.923244,0.41597322,0.90937686,-0.111473076,0.061960123,7.734686,-0.18746197,0.9811436,2.5705962,-0.113289624,-1.0,0.1975,0.015612,1.3483552,-3.244462,43.809418,0.124984585,6.531044
0.1,1.2120678,3.9888153,30.330032,0.35108396,0.93634397,-0.108973384,0.19258103,-3.248767,-0.29710782,-0.014592111,-0.038231328,-0.11167564,-1.0,0.1975,0.015937708,1.3261768,-4.05548,31.489498,0.16473237,-3.0002398
0.12,1.2974299,4.618605,25.971498,0.26997438,0.9628675,-0.10567874,0.13257624,-9.405961,-0.42871425,-0.80796176,-2.1168597,-0.10974609,-1.0,0.1975,0.016237,1.0840117,-4.7428904,28.651209,0.053571902,-8.38315
0.14,1.3947722,5.1916294,31.68096,0.17511655,0.98454773,-0.1046073,-0.0350868,-7.0822783,-0.51027095,-0.7831331,-2.0518086,-0.1075167,-1.0,0.1975,0.015756208,0.66278887,-5.4436793,33.472523,-0.095218815,-6.4306226
0.16,1.5045048,5.8610797,35.089615,0.066242985,0.9978035,-0.106511675,-0.16369922,-6.9880714,-0.5483079,-0.9339857,-2.4470425,-0.105003186,-1.0,0.1975,0.016119083,0.027453884,-6.1809826,36.55112,-0.22339585,-6.4106154
0.18,1.6282046,6.5921025,36.19881,-0.05737673,0.9983526,-0.110979594,-0.2919116,2.885703,-0.54835665,0.115834534,0.30348647,-0.10222127,-1.0,0.1975,0.015912209,-0.8720936,-6.8540998,35.64945,-0.26962575,2.2139137
0.2,1.7665019,7.3050914,39.162148,-0.1944587,0.9809107,-0.11637211,-0.24763334,-4.0947084,-0.5734133,-0.55303514,-1.448952,-0.09918668,-1.0,0.1975,0.015666874,-2.0578,-7.369542,39.372093,-0.28357512,-3.9264882
