# This is CartPole simulation from 17.02.2023 at time 15:54:05
# Done with git-revision: 5038d32efe89cd5b2f9f71b4db320f72139eed6e
#
# Length of experiment: 360 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: mppi
#
# Parameters:
# m_pole: 0.087
# m_cart: 0.23
# L: 0.1975
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.5
# controlBias: 0.0
# g: 9.81
# k: 0.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,Q_applied,u,target_position,target_equilibrium,L,Q_update_time,D_angle_sin,D_angle_cos,D_angleD,D_position,D_positionD
0.02,2.0093236,0.098423004,15.729188,-0.42460653,0.905378,0.0321144,0.038863722,11.159287,0.7151097,1.4648023,3.8377817,0.03253886,1.0,0.1975,0.016164334,-0.107741356,-0.22823662,17.976944,0.13135672,9.71105
0.04,2.0143714,0.45796186,26.720938,-0.42917126,0.90322316,0.034741536,0.23308471,4.234771,1.0,1.0131824,2.6545377,0.03259563,1.0,0.1975,0.015134959,-0.30602217,-0.6325364,27.480516,0.26809722,3.6678584
0.06,2.028425,1.0075722,15.5383215,-0.441822,0.8971027,0.04010348,0.30644187,10.624551,1.0,1.894397,4.96332,0.03268835,1.0,0.1975,0.015883625,-0.5234957,-1.0326058,17.413706,0.39442685,9.231104
0.08,2.05158,1.3558463,26.14212,-0.4624741,0.8866328,0.047992017,0.49106395,3.8792424,1.0,1.4533734,3.8078382,0.03281545,1.0,0.1975,0.015771667,-0.75974154,-1.4015807,26.711107,0.5229908,3.333273
0.1,2.0834663,1.8900685,32.77245,-0.49050573,0.87143797,0.058451835,0.5577294,-0.22175457,1.0,1.1144176,2.9197738,0.03297538,1.0,0.1975,0.015413709,-1.1123064,-1.878937,32.506294,0.5555063,-0.26486224
0.12,2.1271396,2.5401943,41.931194,-0.52808446,0.84919184,0.06956196,0.5524322,-5.20422,1.0,0.5572485,1.459991,0.033166576,1.0,0.1975,0.015368833,-1.6080884,-2.4255302,40.631466,0.50868124,-4.6425676
0.14,2.1853514,3.3528237,8.10744,-0.57659507,0.8170301,0.079735585,0.4595808,10.113378,1.0,2.1512513,5.636278,0.033387486,1.0,0.1975,0.015402709,-2.0746682,-2.7353709,9.569826,0.5433039,8.781726
0.16,2.2540278,3.5442202,20.331322,-0.6313025,0.7755367,0.09060166,0.6352153,3.488871,1.0,1.7266719,4.5238805,0.033636548,1.0,0.1975,0.015356875,-2.4591224,-2.8008983,20.468153,0.66384864,2.9854877
0.18,2.32859,3.9535835,49.85124,-0.6873205,0.72635424,0.10387864,0.69492507,-8.816093,1.0,0.49767566,1.3039101,0.033912208,1.0,0.1975,0.015353875,-3.150571,-3.0497587,46.867966,0.6212586,-7.7774334
0.2,2.4163156,4.8909426,37.704514,-0.74831563,0.66334283,0.11630381,0.53937644,-4.6673145,1.0,0.70638996,1.8507416,0.034212902,1.0,0.1975,0.015296041,-4.0772448,-3.2508886,35.189087,0.50045,-4.098948
