# This is CartPole simulation from 17.02.2023 at time 15:37:19
# Done with git-revision: 5038d32efe89cd5b2f9f71b4db320f72139eed6e
#
# Length of experiment: 360 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: mppi
#
# Parameters:
# m_pole: 0.087
# m_cart: 0.23
# L: 0.1975
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.5
# controlBias: 0.0
# g: 9.81
# k: 0.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,Q_applied,u,target_position,target_equilibrium,L,Q_update_time,D_angle_sin,D_angle_cos,D_angleD,D_position,D_positionD
0.02,0.5635241,1.0230334,35.689724,0.84537786,0.5341687,0.09925701,0.059734937,4.9362354,-0.09492327,0.5117976,1.3409097,0.099302866,1.0,0.1975,0.016532416,1.1167318,-0.7266253,33.554646,0.10009669,4.197377
0.04,0.5901713,1.6941262,7.9405756,0.83084536,0.55650336,0.10125894,0.14368248,-4.0243716,-0.035692293,-0.25812066,-0.6762761,0.09912776,1.0,0.1975,0.014872333,1.460135,-1.0160893,10.384816,0.11071488,-3.4349923
0.06,0.6257509,1.9018226,-5.4487886,0.81052357,0.58570606,0.10347324,0.074982636,-8.825103,0.05309925,-0.8883992,-2.3276057,0.098841794,1.0,0.1975,0.016037418,1.5019864,-1.1289328,-0.68048835,0.0027086586,-7.5285926
0.08,0.6633321,1.8882128,26.88304,0.7879449,0.6157458,0.10352741,-0.07558922,1.3531498,0.20363314,-0.09841846,-0.25785634,0.098449774,1.0,0.1975,0.016333792,1.6490397,-1.3461677,26.677265,-0.06465203,1.1263775
0.1,0.70590997,2.4217582,41.62646,0.76102155,0.6487266,0.10223437,-0.053061664,6.087691,0.3353749,0.45715672,1.1977506,0.0979565,1.0,0.1975,0.015802292,2.0666306,-1.8634293,39.231667,-0.0035073615,5.134399
0.12,0.7615708,3.2063913,28.766487,0.723753,0.6900592,0.102164224,0.049626295,1.1776757,0.49090913,0.14282614,0.37420446,0.09736679,1.0,0.1975,0.015960835,2.4231668,-2.476209,28.792067,0.058855478,0.9260167
0.14,0.83087635,3.7822328,46.50407,0.6742288,0.7385225,0.10334133,0.06814663,7.499229,0.6562909,0.89507544,2.3450975,0.09668543,1.0,0.1975,0.015614458,2.6888137,-3.2047756,43.59742,0.12884739,6.2614655
0.16,0.91456753,4.654181,33.883217,0.6101333,0.7922988,0.10591828,0.19337592,1.9960334,0.79945016,0.5705414,1.4948183,0.09591724,1.0,0.1975,0.015912458,2.8250144,-4.0708876,33.54898,0.20878303,1.5269346
0.18,1.0137098,5.325161,40.221516,0.5287155,0.8487991,0.110093944,0.22391462,4.4304094,0.9176717,0.962096,2.5206914,0.095067024,1.0,0.1975,0.015971376,2.7227855,-4.9805474,38.828453,0.25895056,3.5464325
0.2,1.1272951,6.10173,37.068687,0.42910457,0.9032548,0.115272954,0.29484326,2.3054285,1.0,0.93196404,2.4417458,0.09413958,1.0,0.1975,0.015925625,2.3793523,-5.971387,36.568268,0.31214476,1.6736094
0.22,1.2559432,6.833095,35.61009,0.30967686,0.95084184,0.12151585,0.32831544,0.48109907,1.0,0.8747802,2.291924,0.09313972,1.0,0.1975,0.015145,1.7221007,-6.9375305,35.74441,0.3303182,0.05296768
0.24,1.3990266,7.547983,38.75817,0.17092627,0.98528385,0.12812221,0.3293748,3.8057601,0.95252305,1.3848205,3.6282294,0.092072256,1.0,0.1975,0.01591625,0.73094684,-7.849216,37.800415,0.35865912,2.900531
0.26,1.5568539,8.303991,36.425278,0.013941985,0.9999028,0.13529539,0.3873854,-6.902642,0.72511923,0.31896597,0.8356908,0.09094197,1.0,0.1975,0.01520725,-0.6249275,-8.607988,38.14061,0.32768828,-6.4631023
0.28,1.7296818,9.066804,36.851124,-0.15821786,0.9874042,0.14184916,0.25812328,-0.94561595,0.42698666,0.92610663,2.4263992,0.089753695,1.0,0.1975,0.015387875,-2.3476975,-9.085668,36.71172,0.24819286,-1.1970476
0.3,1.9176402,9.801039,39.853428,-0.3399313,0.94045025,0.14681302,0.23418231,-4.1523724,0.06963553,0.6052646,1.5857931,0.08851222,1.0,0.1975,0.015135583,-4.3963923,-9.137973,39.41344,0.19792114,-3.932415
0.32,2.1208003,10.589307,54.011242,-0.5226906,0.8525225,0.15077144,0.15553409,-11.505443,-0.20358735,-0.29681775,-0.77766246,0.08722236,1.0,0.1975,0.015299708,-6.778526,-8.721598,52.479,0.058303744,-10.314956
0.34,2.3421726,11.638887,58.45031,-0.69712263,0.7169519,0.15193751,-0.05076513,-12.233085,-0.44171464,-0.66836673,-1.7511208,0.08588891,1.0,0.1975,0.015087958,-9.432415,-7.5966434,53.562374,-0.15189193,-10.527186
0.36,2.5849915,12.710135,37.377907,-0.8490556,0.5283035,0.14889967,-0.26130897,-5.7064815,-0.6181859,-0.39833432,-1.0436358,0.08451668,1.0,0.1975,0.015453917,-11.803332,-5.3645215,28.678492,-0.3036666,-3.9961674
0.38,2.8450274,13.283705,43.52829,-0.9563459,0.29223707,0.14282635,-0.34123224,-9.1900625,-0.7424683,-1.1219842,-2.9395986,0.08311048,1.0,0.1975,0.015261542,-13.385192,-2.1676528,29.507956,-0.4089957,-6.4048924
0.4,3.117057,13.873864,29.913828,-0.999699,0.024533106,0.13464643,-0.46933016,-7.8408594,-0.7845892,-1.5760605,-4.129278,0.08167511,1.0,0.1975,0.015501958,-13.913823,1.6213701,13.583149,-0.5231661,-4.796922
0.42,-2.8850446,14.145527,-39.661037,-0.9672716,-0.2537431,0.12418312,-0.5652685,8.011235,-0.62308,-0.6444077,-1.688348,0.08021539,1.0,0.1975,0.015752083,-12.673207,5.2723765,-42.791485,-0.49269247,8.023007
0.44,-2.6096513,13.289697,-53.328556,-0.86182404,-0.5072074,0.11432926,-0.40480828,10.296906,-0.48535973,-0.3800557,-0.9957459,0.0787361,1.0,0.1975,0.015386292,-10.100022,7.841228,-51.02312,-0.3179474,9.193904
0.46,-2.3532186,12.269234,-50.589222,-0.7049994,-0.70920795,0.10797031,-0.22093011,8.774456,-0.4116873,-0.2746404,-0.7195578,0.07724206,1.0,0.1975,0.015474625,-7.2749834,9.294483,-47.54848,-0.14894284,7.4824076
