# This is CartPole simulation from 17.02.2023 at time 15:48:30
# Done with git-revision: 5038d32efe89cd5b2f9f71b4db320f72139eed6e
#
# Length of experiment: 360 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: mppi
#
# Parameters:
# m_pole: 0.087
# m_cart: 0.23
# L: 0.1975
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.5
# controlBias: 0.0
# g: 9.81
# k: 0.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,Q_applied,u,target_position,target_equilibrium,L,Q_update_time,D_angle_sin,D_angle_cos,D_angleD,D_position,D_positionD
0.02,2.875389,0.1744161,-15.97876,-0.9647766,0.2630706,0.09095715,0.08989734,7.0336757,1.0,0.91364074,2.3937387,0.08844826,1.0,0.1975,0.016790543,-0.050117075,-0.013637543,-12.101551,0.14732443,5.9672627
0.04,2.876428,-0.06761491,17.120663,-0.9650493,0.26206827,0.09390364,0.2092426,-2.0067034,1.0,0.2465179,0.6458769,0.08831086,1.0,0.1975,0.014952417,-0.07748604,-0.020974874,15.985915,0.19286573,-1.7011002
0.06,2.8780334,0.2521034,-36.03073,-0.9654688,0.26051855,0.09776095,0.1752206,12.470742,1.0,1.5998445,4.191592,0.08808646,1.0,0.1975,0.015673665,0.03295839,0.008904934,-29.103352,0.27702713,10.577046
0.08,2.8773506,-0.32996362,19.174206,-0.9652907,0.26117772,0.103301495,0.38676152,-2.5715086,1.0,0.51457953,1.3481983,0.087778844,1.0,0.1975,0.016105916,0.15908477,0.04332363,17.80983,0.36576086,-2.1825995
0.1,2.874053,0.026233029,31.663794,-0.96442425,0.2643594,0.110616714,0.34310952,-5.9570756,1.0,0.1041795,0.2729503,0.08739177,1.0,0.1975,0.01608075,-0.28242624,-0.07652642,28.276402,0.29449245,-5.05066
0.12,2.8799052,0.59176093,-23.174198,-0.9659548,0.2587109,0.11650656,0.24209633,8.936114,1.0,1.3757521,3.6044703,0.086929016,1.0,0.1975,0.015728418,-0.39581054,-0.10427533,-18.417603,0.31511667,7.5917335
0.14,2.8880916,0.22340882,-17.655245,-0.9680403,0.25079468,0.122808896,0.39393103,7.3408723,1.0,1.4933804,3.9126565,0.086394355,1.0,0.1975,0.015383458,-0.08402915,-0.021693114,-13.605818,0.45386377,6.22728
0.16,2.8898273,-0.0487075,5.3998327,-0.96847415,0.2491141,0.13188617,0.5184766,1.0558484,1.0,1.1059943,2.897705,0.08579155,1.0,0.1975,0.015505041,-0.0030830486,-0.00079274137,5.994597,0.5270918,0.89502287
0.18,2.889891,0.0711845,15.83234,-0.96849,0.24905244,0.14242801,0.5363771,-1.7832031,0.9479942,0.8613482,2.2567322,0.08512437,1.0,0.1975,0.015937125,-0.20143394,-0.051352393,14.770156,0.5218365,-1.5094999
0.2,2.8940485,0.36658755,-5.3767953,-0.96951705,0.24502376,0.15286474,0.5061871,3.934164,0.6420713,1.3636022,3.5726376,0.08439661,1.0,0.1975,0.015529542,-0.31978345,-0.079700366,-3.3172464,0.53833437,3.342665
