# This is CartPole simulation from 17.02.2023 at time 15:31:39
# Done with git-revision: 5038d32efe89cd5b2f9f71b4db320f72139eed6e
#
# Length of experiment: 360 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: mppi
#
# Parameters:
# m_pole: 0.087
# m_cart: 0.23
# L: 0.1975
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.5
# controlBias: 0.0
# g: 9.81
# k: 0.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,Q_applied,u,target_position,target_equilibrium,L,Q_update_time,D_angle_sin,D_angle_cos,D_angleD,D_position,D_positionD
1.48,-2.8832898,2.1304746,-46.234463,-0.9668249,-0.25544006,0.058841966,-0.17737237,9.96893,0.031022249,0.5824788,1.5260944,0.06848487,-1.0,0.1975,0.016242916,-1.6767756,0.47442064,-41.109325,-0.09603882,8.449137
1.5,-2.848436,1.3082888,-8.002876,-0.9573365,-0.28897554,0.05692119,-0.008389803,-0.7797269,0.013015138,-0.16310471,-0.42733434,0.06974776,-1.0,0.1975,0.0158615,-1.1742588,0.37029123,-8.910193,-0.014646738,-0.6423607
1.52,-2.8238103,1.1300851,-9.703049,-0.94993067,-0.3124607,0.056628257,-0.021237005,-0.55429876,0.009376922,-0.16879569,-0.44224468,0.0710115,-1.0,0.1975,0.016388126,-0.98347163,0.33485326,-10.3991995,-0.025682176,-0.45614445
1.54,-2.8030317,0.9221013,-10.417933,-0.9432336,-0.3321301,0.056114614,-0.030359885,-0.56001323,0.00017376896,-0.1893274,-0.49603778,0.07227205,-1.0,0.1975,0.016331293,-0.7758386,0.28040436,-11.029794,-0.034875084,-0.46513507
1.56,-2.7865324,0.70150566,-28.734356,-0.9376255,-0.34764686,0.055417113,-0.039662577,4.421906,-0.0006990487,0.28499317,0.74668205,0.0735254,-1.0,0.1975,0.016552541,-0.42603397,0.16017178,-26.505507,-0.0035285773,3.757572
1.58,-2.7774293,0.17139284,-24.04167,-0.9344221,-0.35616758,0.05534654,0.03548924,3.0334,0.0032880295,0.2842312,0.74468565,0.074767515,-1.0,0.1975,0.016287541,0.033789907,-0.012865675,-22.428164,0.060281772,2.57822
1.6,-2.7781525,-0.27717003,-15.140386,-0.9346794,-0.3554918,0.056552175,0.08705359,0.53882307,0.012397857,0.13069722,0.34242672,0.07599439,-1.0,0.1975,0.016356792,0.38494802,-0.144601,-14.723403,0.09143976,0.45447096
1.62,-2.7863767,-0.5716378,-46.542503,-0.9375714,-0.34779283,0.05838097,0.096143,9.442121,0.015999516,1.0305384,2.7000105,0.077201985,-1.0,0.1975,0.015545333,0.9049901,-0.32583803,-41.315407,0.17335078,8.031872
1.64,-2.8056142,-1.3979452,9.240039,-0.94408816,-0.32969305,0.06184798,0.2567803,-5.981602,0.016239485,-0.20324683,-0.5325067,0.078386284,-1.0,0.1975,0.015594125,1.2605441,-0.42149463,6.632084,0.207714,-5.1154213
1.66,-2.832198,-1.2653036,10.880446,-0.95251805,-0.3044822,0.06600226,0.15447196,-6.124551,0.026934056,-0.39501953,-1.0349511,0.07954327,-1.0,0.1975,0.016231082,1.1307667,-0.3467742,8.090522,0.104274325,-5.2304506
1.68,-2.8558533,-1.1034933,-28.4348,-0.9594535,-0.28186688,0.06808774,0.04986306,4.9390326,0.03857671,0.5071954,1.3288519,0.08066891,-1.0,0.1975,0.015885541,1.2928227,-0.36102352,-25.30682,0.090147845,4.182201
1.7,-2.8827,-1.6096323,26.023108,-0.96667403,-0.2560103,0.06989071,0.13350749,-9.662816,0.0428928,-0.7654345,-2.0054383,0.08175919,-1.0,0.1975,0.015748626,1.3591541,-0.33965144,21.371498,0.05436433,-8.24144
1.72,-2.9107199,-1.1822027,-29.75171,-0.97346705,-0.22882724,0.07097799,-0.03132115,5.759849,0.04148622,0.44783598,1.1733302,0.08281009,-1.0,0.1975,0.015762834,1.396349,-0.30723244,-26.053574,0.015611589,4.8688326
1.74,-2.9393158,-1.7032737,21.811543,-0.9796117,-0.20090029,0.071290225,0.06605541,-7.8498006,0.041243017,-0.6931991,-1.8161815,0.08381758,-1.0,0.1975,0.016464917,1.500719,-0.2839568,18.097466,0.001763554,-6.695353
1.76,-2.969864,-1.3413247,-13.739331,-0.9852908,-0.17088594,0.071325496,-0.06785152,1.9904264,0.04838904,0.026498869,0.069427036,0.08477763,-1.0,0.1975,0.01627025,1.4377787,-0.22785686,-12.043183,-0.051754016,1.6603607
1.78,-2.9989793,-1.5821881,7.5247045,-0.98984796,-0.14213039,0.07029042,-0.03464434,-3.387171,0.045212667,-0.4263816,-1.1171197,0.08568624,-1.0,0.1975,0.016536709,1.509247,-0.1933189,6.233996,-0.062461257,-2.9030411
1.8,-3.029412,-1.4575083,-38.780823,-0.99371433,-0.11194548,0.06904119,-0.09270511,9.19309,0.029783329,0.6892203,1.8057572,0.086539365,-1.0,0.1975,0.016127417,1.7658875,-0.16727066,-32.81628,-0.017903283,7.752225
1.82,-3.06489,-2.1138372,-10.358007,-0.99705976,-0.07662755,0.068683125,0.062340166,2.0125656,0.033373024,0.28702652,0.75200945,0.087332994,-1.0,0.1975,0.016619584,2.1923234,-0.120139234,-8.27901,0.07848002,1.6540947
1.84,-3.1088057,-2.2794173,6.6121054,-0.99946254,-0.032781124,0.070252724,0.09542203,-2.0306973,0.019710708,-0.029749282,-0.07794312,0.0880631,-1.0,0.1975,0.016003333,2.2209966,-0.023487233,6.3755455,0.078579485,-1.7703308
1.86,3.1299536,-2.1519065,10.363885,-0.9999323,0.011638768,0.07182431,0.060015447,-2.5838456,0.024226349,-0.1350435,-0.35381395,0.08872566,-1.0,0.1975,0.017016208,2.061032,0.06651587,9.7226,0.03869798,-2.232051
1.88,3.0887086,-1.9574547,-10.065328,-0.998602,0.05285937,0.07259827,0.015374476,3.2020438,0.008850154,0.35082388,0.9191585,0.089316666,-1.0,0.1975,0.016201708,2.0274706,0.14870778,-7.3220444,0.041202124,2.6595201
1.9,3.0480475,-2.1038954,5.8528867,-0.9956278,0.09340874,0.07342231,0.068564825,-0.5969192,-0.01543433,0.09353537,0.24506266,0.089832075,-1.0,0.1975,0.01700775,2.0350957,0.23307227,6.356961,0.06345181,-0.5494451
1.92,3.0070767,-1.9767563,19.527157,-0.9909664,0.13411061,0.07469135,0.057575934,-3.8323858,-0.010707324,-0.22852302,-0.59873027,0.09026787,-1.0,0.1975,0.016376833,1.7882817,0.27505022,18.010693,0.026160348,-3.2741115
1.94,2.9708884,-1.6165407,28.079964,-0.98546535,0.16987643,0.07521456,-0.00790662,-5.788517,-0.013502302,-0.5303723,-1.3895755,0.09062003,-1.0,0.1975,0.016263332,1.3559779,0.25305176,25.252039,-0.05520066,-4.9175453
