# This is CartPole simulation from 17.02.2023 at time 15:59:38
# Done with git-revision: 5038d32efe89cd5b2f9f71b4db320f72139eed6e
#
# Length of experiment: 360 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: mppi
#
# Parameters:
# m_pole: 0.087
# m_cart: 0.23
# L: 0.1975
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.5
# controlBias: 0.0
# g: 9.81
# k: 0.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,Q_applied,u,target_position,target_equilibrium,L,Q_update_time,D_angle_sin,D_angle_cos,D_angleD,D_position,D_positionD
0.02,0.7507794,0.16894914,31.37155,0.73115736,0.68220884,0.01687497,0.055293262,2.1488724,-0.021764563,0.2103633,0.5511518,0.014494015,1.0,0.1975,0.017093793,0.3253311,-0.30628145,30.568722,0.07294519,1.8405565
0.04,0.75971586,0.78032357,3.985499,0.72503173,0.68871546,0.018333875,0.09210439,-7.855423,0.055592738,-0.7989604,-2.093276,0.014613458,1.0,0.1975,0.014491417,0.6002337,-0.5797714,7.3226633,0.027448218,-6.7572775
0.06,0.77640635,0.9267768,32.27622,0.7134363,0.70072013,0.018882839,-0.043041155,2.2970855,0.15413646,0.05249975,0.13754934,0.014808523,1.0,0.1975,0.015600625,0.85505545,-0.86044073,31.52974,-0.024273992,1.9488195
0.08,0.8006678,1.5573716,46.63155,0.6962275,0.71782124,0.01839736,-0.004064766,7.5556846,0.31796625,0.7052779,1.847828,0.01507593,1.0,0.1975,0.015695792,1.3375429,-1.4342723,43.782036,0.057762664,6.4300942
0.1,0.8398936,2.4330125,39.418724,0.66754204,0.7445721,0.019552613,0.12453715,4.660996,0.47291425,0.6470137,1.6951759,0.015412405,1.0,0.1975,0.015651042,1.7966453,-2.119628,37.84439,0.16240443,3.916088
0.12,0.89547324,3.1899002,29.436554,0.6251495,0.780505,0.0228007,0.2028589,0.22600047,0.62153345,0.32807097,0.8595459,0.015814668,1.0,0.1975,0.015371584,2.0659504,-2.7704027,29.779179,0.20416442,0.09029208
0.14,0.9646051,3.7854838,45.622498,0.5697414,0.821824,0.02688399,0.20466474,7.032855,0.78061676,1.1303027,2.9613929,0.01627944,1.0,0.1975,0.015094125,2.2365217,-3.5329468,43.199787,0.26157764,5.868266
0.16,1.0482566,4.6494794,48.09363,0.4990825,0.86655444,0.03211554,0.32203004,8.478372,0.90518564,1.577549,4.133178,0.016803443,1.0,0.1975,0.015028333,2.3018646,-4.510524,45.185684,0.39051452,7.052154
0.18,1.1495787,5.5531936,27.685026,0.40887198,0.91259176,0.039925836,0.4630732,-3.8675616,1.0,0.48545825,1.2719005,0.017383402,1.0,0.1975,0.016301874,2.063099,-5.43002,29.449493,0.42982987,-3.5894685
0.2,1.265819,6.1421833,37.315506,0.3002716,0.9538537,0.04852243,0.39128384,1.8599101,1.0,1.0999274,2.8818097,0.018016037,1.0,0.1975,0.015707625,1.5396569,-6.2856708,36.976013,0.40488437,1.2843432
0.22,1.3953393,6.8817034,39.42399,0.1745582,0.98464686,0.056620117,0.4169707,4.711273,1.0,1.5898515,4.1654105,0.018698068,1.0,0.1975,0.015633,0.7438542,-7.185239,38.25892,0.45396304,3.7248678
0.24,1.539938,7.6468816,35.985794,0.030853458,0.99952394,0.065699376,0.49146804,-7.059523,0.8315668,0.4166494,1.0916214,0.019426221,1.0,0.1975,0.015443167,-0.39001116,-7.962191,37.682373,0.4306526,-6.5678387
0.26,1.699542,8.400529,39.518513,-0.12839034,0.9917237,0.074312426,0.3601113,-6.230664,0.5690115,0.3940098,1.0323056,0.020197216,1.0,0.1975,0.015150334,-1.878505,-8.546348,40.448597,0.30602238,-5.8663898
0.28,1.8747735,9.209501,37.592308,-0.2993174,0.9541536,0.08043288,0.24278344,-2.2486343,0.21941744,0.77447206,2.0291166,0.021007774,1.0,0.1975,0.015094833,-3.7067513,-8.781095,37.154606,0.22237065,-2.2679205
0.3,2.0656915,9.952594,41.08515,-0.47493938,0.88001853,0.08488029,0.19742501,-4.907817,-0.14988063,0.465271,1.21901,0.021854619,1.0,0.1975,0.016318666,-5.797979,-8.510355,39.73149,0.15550494,-4.4716682
0.32,2.272011,10.747223,57.540565,-0.6451463,0.76405907,0.08799039,0.107991725,-12.110893,-0.4111236,-0.44649246,-1.1698102,0.022734473,1.0,0.1975,0.015310958,-8.158149,-7.709043,54.0301,0.0067997687,-10.635113
0.34,2.4969711,11.827826,65.835815,-0.79932725,0.600896,0.08812638,-0.10471063,-14.529801,-0.63575673,-1.052203,-2.7567718,0.023644056,1.0,0.1975,0.015351125,-10.711366,-6.144571,57.876793,-0.22328372,-12.2193365
0.36,2.7445762,12.985362,3.918215,-0.92221874,0.38666856,0.08366071,-0.3490975,2.7894568,-0.79781806,0.15322459,0.4014484,0.024580091,1.0,0.1975,0.015485041,-12.481608,-3.4173641,-4.2086163,-0.31872833,3.7682242
0.38,3.0041234,12.90119,38.125156,-0.99056596,0.13703664,0.07728615,-0.27373308,-8.967605,-0.9679099,-1.1861165,-3.107625,0.0255393,1.0,0.1975,0.015091792,-13.125912,-0.07649954,23.186193,-0.33898708,-6.1248417
0.4,-3.0157793,13.364914,6.4944158,-0.99209595,-0.12548174,0.0705064,-0.39622998,-3.1606092,-0.86831635,-1.2085285,-3.1663446,0.026518404,1.0,0.1975,0.015064,-12.87162,3.4155998,-5.5203967,-0.41334835,-1.1397432
