# This is CartPole simulation from 17.02.2023 at time 15:42:54
# Done with git-revision: 5038d32efe89cd5b2f9f71b4db320f72139eed6e
#
# Length of experiment: 360 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: mppi
#
# Parameters:
# m_pole: 0.087
# m_cart: 0.23
# L: 0.1975
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.5
# controlBias: 0.0
# g: 9.81
# k: 0.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,Q_applied,u,target_position,target_equilibrium,L,Q_update_time,D_angle_sin,D_angle_cos,D_angleD,D_position,D_positionD
0.02,-0.046775255,0.20459875,4.5026126,0.99890625,-0.0467582,0.0040834667,0.079591304,1.6491666,0.27316606,0.31493178,0.8251212,0.004193645,1.0,0.1975,0.016838582,0.24003741,0.0106573105,3.6293895,0.093054585,1.399351
0.04,-0.041969772,0.27718654,13.482972,0.9991194,-0.041957453,0.0059445584,0.10757832,3.9696474,0.2767309,0.58778787,1.5400041,0.004348861,1.0,0.1975,0.014909583,0.38611686,0.014719367,11.296435,0.13996176,3.364163
0.06,-0.034241807,0.50311524,-42.150497,0.9994138,-0.034235116,0.008743794,0.17486158,-10.762774,0.25479585,-0.70764583,-1.854032,0.0046023484,1.0,0.1975,0.016515957,0.15935302,0.0052064657,-35.707676,0.087204345,-9.095252
0.08,-0.031053046,-0.21103822,58.631897,0.9995179,-0.031048056,0.010487881,-0.007043469,15.7488365,0.3852767,1.5083219,3.9518032,0.0049498472,1.0,0.1975,0.01564254,0.2654203,0.007537006,49.40925,0.1212735,13.318561
0.1,-0.025742492,0.7771469,-25.870544,0.99966866,-0.02573965,0.012913351,0.25932777,-6.550935,0.23222758,-0.15097202,-0.39554667,0.005387097,1.0,0.1975,0.015574584,0.5669522,0.01138151,-21.75515,0.20602606,-5.5264874
0.12,-0.014401104,0.34204397,2.9310706,0.9998963,-0.014400607,0.017033871,0.14879805,0.9181905,0.2589726,0.36276573,0.9504462,0.005909839,1.0,0.1975,0.015817916,0.3662056,0.003933906,2.5390143,0.1563194,0.78375846
0.14,-0.007076553,0.39282426,-11.629252,0.99997497,-0.007076494,0.02016026,0.16447322,-2.987309,0.22851487,0.014258072,0.037356146,0.0065138135,1.0,0.1975,0.015379833,0.2986407,0.0012218955,-9.733353,0.14017394,-2.5189502
0.16,-0.0011036812,0.19815725,-11.906817,0.9999994,-0.0011036809,0.022963738,0.11409423,-3.1217537,0.25561395,-0.09190017,-0.24077843,0.00719476,1.0,0.1975,0.01585446,0.10148209,8.940692e-06,-10.012709,0.088677414,-2.6366336
0.18,0.0009259622,-0.0020970216,46.352562,0.9999996,0.00092596206,0.024737287,0.06136153,12.197066,0.2912764,1.2834779,3.362712,0.007948419,1.0,0.1975,0.015872791,0.37581336,-0.0017613176,39.270992,0.16075562,10.317547
0.2,0.008442328,0.7833227,9.699638,0.99996436,0.008442228,0.0279524,0.2677124,2.4829056,0.12579036,0.7242368,1.8975003,0.008770531,1.0,0.1975,0.015823625,0.8642206,-0.014767054,8.5804,0.28803262,2.1160443
