# This is CartPole simulation from 09.01.2023 at time 04:56:26
# Done with git-revision: 6630f7e6904fd8d7b8f88cd528a2dcd0b7eeaff7
#
# Length of experiment: 1.5 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: mppi
#
# Parameters:
# m: 0.087
# M: 0.23
# L: 0.45
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.3
# controlBias: 0.0
# g: 9.81
# k: 0.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,u,target_position,target_equilibrium,L,u_-1
0.02,0.51298296,0.72214186,8.6959505,0.8712844,0.49077845,0.009520692,0.060260527,0.23057081,0.35581413,0.08529538,0.008516085,-1.0,0.4321518,0.68648875
0.04,0.5296043,0.9471827,14.92939,0.863007,0.5051919,0.011167025,0.09741005,4.2325444,0.47831708,1.3389941,0.008516085,-1.0,0.4321518,0.08529538
0.06,0.55069774,1.2181406,14.195275,0.8521596,0.52328193,0.013510467,0.16232316,3.5839014,0.55841637,1.4847718,0.008516085,-1.0,0.4321518,1.3389941
0.08,0.5776433,1.489763,18.541855,0.83775187,0.5460511,0.017411333,0.2238003,6.3706284,0.604391,2.5485656,0.008516085,-1.0,0.4321518,1.4847718
0.1,0.6098179,1.7428571,4.2025385,0.81975234,0.5727182,0.022362536,0.26783466,-3.8856418,0.6290121,-0.018294632,0.008516085,-1.0,0.4321518,2.5485656
0.12,0.6467808,1.9906386,10.653882,0.7980279,0.6026205,0.027954599,0.3025679,0.3011447,0.61656314,1.3088377,0.008516085,-1.0,0.4321518,-0.018294632
0.14,0.6887106,2.2141786,11.621814,0.7720661,0.6355422,0.034186292,0.31256658,0.6172669,0.566772,1.4664091,0.008516085,-1.0,0.4321518,1.3088377
0.16,0.73517984,2.458219,9.30375,0.7417101,0.6707206,0.040599037,0.3299036,-1.6213611,0.48227397,0.9526059,0.008516085,-1.0,0.4321518,1.4664091
0.18,0.78589886,2.6413426,13.784592,0.70675266,0.70746076,0.046784125,0.29014733,1.4433451,0.34930426,1.6608299,0.008516085,-1.0,0.4321518,0.9526059
0.2,0.84041774,2.8518064,7.179921,0.6671517,0.74492186,0.05217138,0.26089054,-4.7240133,0.18724611,-0.20538343,0.008516085,-1.0,0.4321518,1.6608299
0.22,0.8991795,3.0620148,9.714983,0.62225246,0.78281665,0.056880843,0.21808429,-3.3126016,-0.0069112517,0.03883572,0.008516085,-1.0,0.4321518,-0.20538343
0.24,0.96217513,3.260169,10.644885,0.57173675,0.82043713,0.060610116,0.14752482,-3.3113182,-0.24122973,-0.24695925,0.008516085,-1.0,0.4321518,0.03883572
0.26,1.0292121,3.4558117,13.600688,0.5154941,0.8568931,0.06282768,0.0536288,-1.0599434,-0.47711587,0.040963814,0.008516085,-1.0,0.4321518,-0.24695925
0.28,1.1002766,3.673175,9.957934,0.45334962,0.8913328,0.06309007,-0.039753478,-6.577187,-0.7161345,-1.9921762,0.008516085,-1.0,0.4321518,0.040963814
0.3,1.1758939,3.9110284,9.71999,0.38471815,0.92303413,0.061506502,-0.13531025,-8.911142,-0.9433572,-3.0800252,0.008516085,-1.0,0.4321518,-1.9921762
0.32,1.2561438,4.1464443,12.408142,0.3094861,0.95090395,0.057518046,-0.26955125,-6.9508624,-1.0,-3.018889,0.008516085,-1.0,0.4321518,-3.0800252
0.34,1.3414999,4.420504,15.8192,0.2272924,0.9738266,0.051145602,-0.38040978,-1.7984937,-1.0,-1.8044086,0.008516085,-1.0,0.4321518,-3.018889
0.36,1.4326408,4.725737,15.72823,0.13771646,0.9904717,0.0427924,-0.46748662,-4.519868,-1.0,-2.9125035,0.008516085,-1.0,0.4321518,-1.8044086
0.38,1.5300308,5.050231,17.008488,0.040754188,0.99916923,0.032674205,-0.54391366,0.7867124,-1.0,-1.4130275,0.008516085,-1.0,0.4321518,-2.9125035
0.4,1.6340861,5.390881,16.760065,-0.06324756,0.9979979,0.021364018,-0.60348713,1.5387716,-1.0,-1.2605413,0.008516085,-1.0,0.4321518,-1.4130275
0.42,1.7450018,5.7392397,16.871494,-0.17332569,0.98486453,0.008969915,-0.65532565,-0.5656162,-1.0,-1.9755938,0.008516085,-1.0,0.4321518,-1.2605413
0.44,1.86285,6.0788474,18.45206,-0.2879195,0.9576546,-0.004338067,-0.6790465,-4.4385667,-1.0,-3.1158588,0.008516085,-1.0,0.4321518,-1.9755938
0.46,1.9876738,6.440495,16.440582,-0.4049073,0.9143577,-0.018568583,-0.7519679,-1.3486516,-1.0,-2.3381588,0.008516085,-1.0,0.4321518,-3.1158588
0.48,2.1193771,6.7609935,17.303938,-0.5214768,0.85326546,-0.033806156,-0.77628744,-3.1544898,-1.0,-2.8971741,0.008516085,-1.0,0.4321518,-2.3381588
